"시점",한전 자회사,한전 자회사,한전 자회사,한전 자회사,한전 자회사,한전 자회사,한전 자회사,한전 자회사,한전 자회사,한전 자회사,한전 자회사,한전 자회사,한전 자회사,한전 자회사,한전 자회사,한전 자회사,타사,타사,타사,타사,타사,타사,타사,타사,타사,사업자,사업자,사업자,사업자,사업자,사업자,사업자,사업자,사업자,사업자,사업자,사업자,사업자,사업자,사업자,사업자,사업자,사업자,상용자가,상용자가,상용자가,총 발전량,총 발전량,총 발전량,총 발전량,총 발전량,총 발전량,총 발전량,총 발전량
"2003.01",27770744,204929,45741,159188,13222237,674250,10371191,1635999,540796,2569800,1631786,938014,-,27163,-,11746615,969935,128689,123901,4788,-,841247,429203,412044,-,28740679,333618,169642,159188,4788,13222237,674250,10371191,1635999,540796,3411047,2060989,1350058,27163,11746615,-,-,-,…,482653,…,-,-,-,-,-,-,29223332,…
"2003.02",24131799,185329,47346,137982,12097968,443340,9163838,1884082,606707,2436365,1745381,690984,-,29173,-,9382964,810529,121611,116573,5038,-,688918,369111,319807,-,24942328,306940,163920,137982,5038,12097968,443340,9163838,1884082,606707,3125283,2114492,1010791,29173,9382964,-,-,-,…,400786,…,-,-,-,-,-,-,25343114,…
"2003.03",26444541,184260,67660,116601,11536474,679549,9137847,1621405,97673,3208714,2550706,658008,-,28333,-,11486760,768342,135504,124947,10558,-,632838,337202,295636,-,27212884,319765,192606,116601,10558,11536474,679549,9137847,1621405,97673,3841552,2887908,953644,28333,11486760,-,-,-,…,452583,…,-,-,-,-,-,-,27665467,…
"2003.04",24095065,202858,113391,89468,10576434,684264,8780539,1060790,50840,3420308,2841079,579229,-,32903,-,9862561,926325,175205,161689,13515,-,751121,491492,259629,-,25021390,378063,275080,89468,13515,10576434,684264,8780539,1060790,50840,4171429,3332571,838858,32903,9862561,-,-,-,…,417889,…,-,-,-,-,-,-,25439279,…
"2003.05",23875997,286227,184066,102161,11114352,633424,9168134,1270229,42565,3422642,2974603,448039,-,24319,-,9028456,1188396,472989,457859,15130,-,715406,533993,181413,-,25064392,759216,641925,102161,15130,11114352,633424,9168134,1270229,42565,4138049,3508597,629452,24319,9028456,-,-,-,…,369700,…,-,-,-,-,-,-,25434092,…
"2003.06",24123933,308407,132898,175509,11488280,565928,9958053,902007,62291,2852851,2477315,375536,-,28707,-,9445688,942237,348776,336879,11896,-,593461,395333,198128,-,25066170,657183,469777,175509,11896,11488280,565928,9958053,902007,62291,3446312,2872648,573664,28707,9445688,-,-,-,…,341064,…,-,-,-,-,-,-,25407234,…
"2003.07",25604212,441386,174643,266743,10799242,435767,9826245,534761,2469,2178415,1850849,327566,-,31930,-,12153239,895843,384347,369425,14922,-,511496,296024,215472,-,26500055,825733,544068,266743,14922,10799242,435767,9826245,534761,2469,2689911,2146873,543038,31930,12153239,-,-,-,…,361430,…,-,-,-,-,-,-,26861485,…
"2003.08",25835973,525144,245080,280064,10895192,530197,9909064,430055,25876,2468485,2082750,385735,-,35499,-,11911654,992507,441759,427549,14209,-,550748,308972,241776,-,26828480,966902,672629,280064,14209,10895192,530197,9909064,430055,25876,3019233,2391722,627511,35499,11911654,-,-,-,…,341546,…,-,-,-,-,-,-,27170026,…
"2003.09",23960013,517055,234656,282399,10823983,483083,8932264,1408636,0,2180505,1923164,257341,-,33490,-,10404980,1042408,640957,626504,14454,-,401451,211876,189575,-,25002421,1158012,861160,282399,14454,10823983,483083,8932264,1408636,0,2581956,2135040,446916,33490,10404980,-,-,-,…,344734,…,-,-,-,-,-,-,25347154,…
"2003.10",26276820,316295,99704,216591,12160380,552837,9585375,2002861,19307,1972180,1547094,425086,-,30409,-,11797556,540337,209630,200523,9107,-,330707,109117,221590,-,26817157,525924,300227,216591,9107,12160380,552837,9585375,2002861,19307,2302887,1656211,646676,30409,11797556,-,-,-,…,391051,…,-,-,-,-,-,-,27208208,…
"2003.11",26119856,167515,64328,103187,12224802,647036,9651905,1860951,64910,2567953,1975659,592294,-,33214,-,11126372,659619,168469,160561,7908,-,491150,165145,326005,-,26779474,335984,224889,103187,7908,12224802,647036,9651905,1860951,64910,3059103,2140804,918299,33214,11126372,-,-,-,…,432144,…,-,-,-,-,-,-,27211618,…
"2003.12",28627129,140061,68547,71514,13330132,630262,10487034,2052087,160749,3797035,2929878,867157,-,34985,-,11324917,970433,179583,172471,7112,-,790849,344568,446281,-,29597562,319644,241018,71514,7112,13330132,630262,10487034,2052087,160749,4587884,3274446,1313438,34985,11324917,-,-,-,…,543127,…,-,-,-,-,-,-,30140689,…
"2004.01",27747995,153850,54000,99850,12648481,585866,10423836,1527798,110982,4534546,3591140,943406,-,34941,-,10376178,1047832,167587,162244,5343,-,880245,476737,403507,-,29268408,321437,216244,99850,5343,12648481,585866,10423836,1527798,110982,5414791,4067877,1346913,34941,10376178,445503,27078,-,…,59583,…,-,-,-,-,-,-,29327991,…
"2004.02",26532753,86059,54930,31128,11971217,524540,9722005,1570657,154015,4961223,4135623,825600,-,28747,-,9485508,1006777,136266,131197,5069,-,870510,530751,339759,-,27991889,222325,186127,31128,5069,11971217,524540,9722005,1570657,154015,5831733,4666374,1165359,28747,9485508,429167,23191,-,…,62123,…,-,-,-,-,-,-,28054012,…
"2004.03",27709531,87741,55674,32067,12516914,497172,10231480,1689452,98810,4884204,4154488,729716,-,30562,-,10190109,908196,144047,137059,6988,-,764148,462221,301927,-,29088015,231788,192733,32067,6988,12516914,497172,10231480,1689452,98810,5648352,4616709,1031643,30562,10190109,438782,31507,-,…,52034,…,-,-,-,-,-,-,29140049,…
"2004.04",25275267,104175,64261,39914,11180184,525162,9478897,1134434,41692,4323958,3896993,426965,-,35966,-,9630983,881335,128896,121465,7431,-,752439,569716,182723,-,26542500,233070,185726,39914,7431,11180184,525162,9478897,1134434,41692,5076397,4466709,609688,35966,9630983,350931,34968,-,…,36972,…,-,-,-,-,-,-,26579473,…
"2004.05",25955877,182044,116290,65754,11333706,590920,9618120,1116144,8522,4000578,3580497,420081,-,32794,-,10406757,662772,180148,168694,11454,-,482624,381949,100675,-,26961059,362192,284984,65754,11454,11333706,590920,9618120,1116144,8522,4483202,3962446,520756,32794,10406757,312854,29555,-,…,17050,…,-,-,-,-,-,-,26978109,…
"2004.06",26139971,265964,124839,141126,11296560,535511,9516512,1212910,31627,3761738,3259044,502694,-,30821,-,10784888,1068192,339559,330230,9329,-,728633,514634,213999,-,27490030,605523,455069,141126,9329,11296560,535511,9516512,1212910,31627,4490371,3773678,716693,30821,10784888,253986,27881,-,…,2567,…,-,-,-,-,-,-,27492598,…
"2004.07",28070672,558116,280741,277376,12010987,461099,10580523,906011,63354,3863954,3317103,546851,-,35868,-,11601747,1334848,563351,547661,15690,-,771496,535490,236006,-,29695684,1121467,828402,277376,15690,12010987,461099,10580523,906011,63354,4635450,3852593,782857,35868,11601747,259754,30412,-,…,50505,…,-,-,-,-,-,-,29746188,…
"2004.08",28626283,618074,257755,360319,12375333,531404,10777705,1035157,31067,2928865,2469302,459563,-,38476,-,12665536,1027006,474890,459830,15060,-,552116,352410,199706,-,29816935,1092964,717585,360319,15060,12375333,531404,10777705,1035157,31067,3480981,2821712,659269,38476,12665536,134902,28744,-,…,43630,…,-,-,-,-,-,-,29860566,…
"2004.09",26098409,432525,185520,247005,11443657,436097,9864296,1141017,2248,2915459,2560106,355353,-,35564,-,11271203,545389,216724,200469,16255,-,328665,184986,143679,-,26804385,649250,385989,247005,16255,11443657,436097,9864296,1141017,2248,3244124,2745092,499032,35564,11271203,131838,28750,-,…,42537,…,-,-,-,-,-,-,26846922,…
"2004.10",27156526,218696,138314,80382,12514266,363921,10802475,1325897,21973,3591580,3125574,466006,-,35784,-,10796200,653461,133288,124961,8327,-,520172,332005,188167,-,28066939,351984,263275,80382,8327,12514266,363921,10802475,1325897,21973,4111752,3457579,654173,35784,10796200,227417,29535,-,…,12274,…,-,-,-,-,-,-,28079213,…
"2004.11",27677880,172031,95273,76758,12659728,323624,10386373,1882829,66902,3666772,3107510,559262,-,32084,-,11147264,713469,165083,159131,5952,-,548386,261954,286432,-,28678960,337114,254404,76758,5952,12659728,323624,10386373,1882829,66902,4215158,3369464,845694,32084,11147264,259782,27829,-,…,24756,…,-,-,-,-,-,-,28703715,…
"2004.12",30189200,162221,63545,98676,13413676,411755,11358094,1541702,102126,4219574,3410667,808907,-,35288,-,12358441,770153,170098,164265,5833,-,600055,214059,385996,-,31297709,332319,227810,98676,5833,13413676,411755,11358094,1541702,102126,4819629,3624726,1194903,35288,12358441,307623,30733,-,…,41422,…,-,-,-,-,-,-,31339131,…
"2005.01",31013004,124194,46132,78062,14089063,423419,11081189,2441242,143213,5218391,4246007,972384,-,32454,1595,11547307,1454155,151766,144265,7501,-,909979,525782,384197,392409,32467159,275960,190397,78062,7501,14089063,423419,11081189,2441242,143213,6128371,4771790,1356581,32454,11547307,360014,33990,-,…,10173,…,-,-,-,-,-,-,32477332,…
"2005.02",27316736,127194,35226,91968,12389177,347564,9753146,2147964,140503,3443276,2619503,823773,-,29835,2308,11324946,981396,110037,103864,6173,-,551270,200576,350694,320089,28298132,237231,139090,91968,6173,12389177,347564,9753146,2147964,140503,3994546,2820079,1174467,29835,11324946,286440,35957,-,…,4589,…,-,-,-,-,-,-,28302721,…
"2005.03",30211649,85286,42199,43087,12754514,518160,9617045,2523097,96213,4700104,3929365,770740,-,34576,2198,12634971,1236937,112623,101740,10883,-,633620,363816,269804,490694,31448586,197909,143939,43087,10883,12754514,518160,9617045,2523097,96213,5333724,4293181,1040544,34576,12634971,450377,42515,-,…,7676,…,-,-,-,-,-,-,31456262,…
"2005.04",27423041,216155,85263,130891,11938918,529065,9742225,1616788,50840,2580618,2218454,362164,-,29254,1497,12656599,755379,113904,101390,12514,-,373091,151233,221858,268384,28178419,330058,186653,130891,12514,11938918,529065,9742225,1616788,50840,2953709,2369687,584022,29254,12656599,234346,35535,-,…,7833,…,-,-,-,-,-,-,28186252,…
"2005.05",27973367,312300,94839,217461,11871907,506809,10373801,986548,4748,2467348,2204544,262804,-,38718,808,13282286,662054,159109,148552,10557,-,312762,229867,82895,190184,28635422,471409,243391,217461,10557,11871907,506809,10373801,986548,4748,2780110,2434411,345699,38718,13282286,156643,34348,-,…,18802,…,-,-,-,-,-,-,28654224,…
"2005.06",27676292,281165,107564,173602,12075776,487961,10828575,738613,20627,3584667,3220314,364353,-,42175,935,11691574,1233695,164140,155833,8307,-,923772,717280,206492,145783,28909987,445305,263397,173602,8307,12075776,487961,10828575,738613,20627,4508439,3937594,570845,42175,11691574,117433,29285,-,…,29672,…,-,-,-,-,-,-,28939659,…
"2005.07",29789217,340391,168901,171490,13354901,527196,11881314,921807,24584,4180589,3729567,451022,-,58841,749,11853747,1438837,380530,360648,19882,-,897237,684160,213077,161070,31228054,720921,529549,171490,19882,13354901,527196,11881314,921807,24584,5077825,4413726,664099,58841,11853747,133201,28618,-,…,33912,…,-,-,-,-,-,-,31261966,…
"2005.08",30027459,514698,252720,261977,12508185,555289,11628161,298999,25736,3684567,3280168,404398,-,64413,966,13254631,1098498,317804,299449,18355,-,655341,501299,154042,125353,31125958,832502,552169,261977,18355,12508185,555289,11628161,298999,25736,4339908,3781467,558440,64413,13254631,97070,29248,-,…,42229,…,-,-,-,-,-,-,31168186,…
"2005.09",27353950,325877,203618,122259,11850567,466888,10559959,808948,14771,3754087,3427783,326304,-,58476,1422,11363521,1145018,221691,205508,16183,-,752986,604139,148847,170341,28498969,547569,409126,122259,16183,11850567,466888,10559959,808948,14771,4507073,4031922,475151,58476,11363521,140832,30931,-,…,57845,…,-,-,-,-,-,-,28556814,…
"2005.10",28257542,261996,157678,104318,11639948,452043,10779196,394492,14217,3607469,3230903,376566,-,61990,2045,12684093,1162077,232021,218739,13282,-,706058,520821,185237,223998,29419618,494017,376417,104318,13282,11639948,452043,10779196,394492,14217,4313527,3751724,561803,61990,12684093,194623,31421,-,…,35569,…,-,-,-,-,-,-,29455187,…
"2005.11",29265131,138605,79444,59161,12333555,467557,10868616,935916,61466,4902398,4281879,620519,-,61542,1710,11827321,1389886,177603,169709,7894,-,932552,658068,274484,279731,30655016,316208,249153,59161,7894,12333555,467557,10868616,935916,61466,5834949,4939947,895003,61542,11827321,251681,29760,-,…,8960,…,-,-,-,-,-,-,30663977,…
"2005.12",33450993,139154,77842,61312,14400686,507828,11988717,1714693,189448,6187431,5204156,983275,-,63065,2630,12658027,2053677,180645,174447,6198,-,1497286,1091001,406285,375746,35504670,319799,252289,61312,6198,14400686,507828,11988717,1714693,189448,7684717,6295157,1389560,63065,12658027,335884,42491,-,…,12081,…,-,-,-,-,-,-,35516751,…
"2006.01",32494342,119134,37744,81390,15062281,526608,12103184,2285236,147253,4245263,3354776,890486,-,66094,2201,12999370,1379373,87256,81316,5940,-,924066,617255,306811,368051,33873714,206390,119059,81390,5940,15062281,526608,12103184,2285236,147253,5169329,3972031,1197297,66094,12999370,333794,36458,-,…,3509,…,-,-,-,-,-,-,33877224,…
"2006.02",29672370,92284,32665,59619,12766622,394163,10908410,1321060,142989,5219317,4430046,789271,-,49117,2378,11542653,1465449,85931,79772,6159,-,1056037,754571,301466,323480,31137819,178216,112437,59619,6159,12766622,394163,10908410,1321060,142989,6275354,5184617,1090737,49117,11542653,290228,35630,-,…,6470,…,-,-,-,-,-,-,31144289,…
"2006.03",30886358,96869,37889,58980,13075849,556932,10948777,1442560,127580,6522233,5750395,771838,-,65596,1720,11124091,1938553,94919,88413,6506,-,1488117,1207950,280167,355518,32824912,191787,126302,58980,6506,13075849,556932,10948777,1442560,127580,8010350,6958345,1052005,65596,11124091,314948,42291,-,…,11992,…,-,-,-,-,-,-,32836904,…
"2006.04",28233688,143838,67255,76583,11337712,545183,9863231,859998,69301,5429483,4900534,528948,-,73382,1859,11247414,1621633,100944,89288,11656,-,1227769,947447,280322,292920,29855322,244783,156544,76583,11656,11337712,545183,9863231,859998,69301,6657252,5847982,809270,73382,11247414,255575,39204,-,…,10598,…,-,-,-,-,-,-,29865919,…
"2006.05",28143616,251008,149977,101032,11298897,446397,10354866,475120,22514,4128672,3714857,413815,-,64430,1069,12399539,1338032,178940,164264,14677,-,946106,802274,143832,212985,29481648,429949,314241,101032,14677,11298897,446397,10354866,475120,22514,5074779,4517131,557647,64430,12399539,181383,32672,-,…,37545,…,-,-,-,-,-,-,29519193,…
"2006.06",28398685,336221,162032,174189,11641685,443976,10468720,626343,102647,3855374,3502957,352416,-,50856,779,12513770,1566096,243150,229923,13228,-,1149305,945447,203858,173641,29964781,579371,391955,174189,13228,11641685,443976,10468720,626343,102647,5004679,4448404,556274,50856,12513770,144057,30363,-,…,35136,…,-,-,-,-,-,-,29999917,…
"2006.07",29915312,551177,241643,309534,12604905,462394,11626990,382210,133311,3354909,2940324,414585,-,54897,1384,13348041,1540519,516855,497539,19316,-,881963,764004,117959,141701,31455831,1068032,739181,309534,19316,12604905,462394,11626990,382210,133311,4236872,3704328,532544,54897,13348041,111119,31966,-,…,38730,…,-,-,-,-,-,-,31494561,…
"2006.08",32740249,582192,219982,362210,14224144,568079,12573366,879283,203416,4310635,3654401,656234,-,63618,756,13558905,1515235,492625,472117,20508,-,919418,801957,117461,103192,34255484,1074817,692099,362210,20508,14224144,568079,12573366,879283,203416,5230053,4456359,773695,63618,13558905,72718,31230,-,…,31490,…,-,-,-,-,-,-,34286974,…
"2006.09",28873033,264951,87519,177432,12333728,413281,11267743,626528,26176,3843537,3361769,481768,-,34123,1942,12394753,1359372,166331,150605,15726,-,1015948,913527,102421,177093,30232405,431282,238124,177432,15726,12333728,413281,11267743,626528,26176,4859485,4275296,584189,34123,12394753,142843,36191,-,…,55853,…,-,-,-,-,-,-,30288258,…
"2006.10",28964782,232746,38989,193757,12300116,317941,11330226,619391,32559,3375752,2942039,433713,-,43252,2403,13010513,1111004,114568,103994,10573,-,792389,657825,134564,204047,30075786,347314,142984,193757,10573,12300116,317941,11330226,619391,32559,4168141,3599864,568277,43252,13010513,151154,55296,-,…,14424,…,-,-,-,-,-,-,30090210,…
"2006.11",30302999,110571,44141,66429,13641905,439417,10923378,2186112,92998,4419300,3808695,610605,-,53463,2901,12074860,1750237,111705,102792,8913,-,1283318,1016507,266811,355213,32053236,222276,146934,66429,8913,13641905,439417,10923378,2186112,92998,5702618,4825202,877416,53463,12074860,286802,71312,-,…,70752,…,-,-,-,-,-,-,32123988,…
"2006.12",33821227,132943,43015,89928,15623073,595019,12267694,2602949,157411,5469300,4616231,853069,-,58467,2465,12534979,1769850,111463,103408,8055,-,1280131,956300,323831,378256,35591077,244406,146422,89928,8055,15623073,595019,12267694,2602949,157411,6749431,5572531,1176900,58467,12534979,312111,68611,-,...,62195,...,-,-,-,-,-,-,35653272,...
"2007.01",34524512,116828,55397,61431,16476173,550300,13208521,2509951,207400,5229770,4327078,7359635,-,59603,26955,12642488,1747955,99813,92471,7342,-,1238559,888396,350163,409584,36275467,216641,147868,61431,7342,16476173,550300,13208521,2509951,207400,6468328,5215474,1252854,59603,12642488,339913,72322,-,...,16150,...,-,-,-,-,-,-,36291617,...
"2007.02",29425684,124634,43671,80963,13398416,375630,10936210,1910618,175958,4813324,4058300,755024,-,51380,2160,11035769,1605773,88634,81285,7349,-,1185218,888117,297101,331920,31051374,213268,124956,80963,7349,13398416,375630,10936210,1910618,175958,5998543,4946417,1052125,51380,11035769,278048,56032,-,...,19917,...,-,-,-,-,-,-,31051374,...
"2007.03",32746535,144041,63154,80888,14625430,453216,11835805,2175628,160782,5648280,4956768,691511,-,56792,2429,12269561,1779813,110692,99514,11177,-,1275965,977218,298747,393156,34526348,254733,162668,80888,11177,14625430,453216,11835805,2175628,160782,6924245,5933987,990258,56792,12269561,319292,76293,-,...,45415,...,-,-,-,-,-,-,34571763,...
"2007.04",29892768,131596,95468,36128,12855145,542639,11088419,1133528,90559,4977278,4452521,524756,-,46700,1731,11880319,1434669,122880,110814,12066,-,994806,810081,184725,316983,31327437,254476,206282,36128,12066,12855145,542639,11088419,1133528,90559,5972083,5262602,709481,46700,11880319,244137,74578,-,...,76555,...,-,-,-,-,-,-,31403992,...
"2007.05",29763927,223294,143923,79371,13502397,545270,11376259,1516203,64664,4508439,4155227,353212,-,57655,1667,11470475,1740064,124530,110814,13716,-,1338645,1198915,139730,276890,31503992,347825,254737,79371,13716,13502397,545270,11376259,1516203,64664,5847084,5354141,492942,57655,11470475,201099,77457,-,...,73072,...,-,-,-,-,-,-,31577063,...
"2007.06",29965618,239760,134225,105535,13790177,530552,11998255,1124260,137109,5018917,4581582,437335,-,47409,1248,10868108,1790229,171075,159872,11203,-,1434344,1198234,236110,184809,31755846,410835,294098,105535,11203,13790177,530552,11998255,1124260,137109,6453261,5779816,673445,47409,10868108,124170,61887,-,...,53441,...,-,-,-,-,-,-,31809287,...
"2007.07",31789798,302745,131119,171626,14869201,455219,13585610,719172,109199,4704944,4246184,458760,-,32930,1136,11878842,1880723,208366,189375,18992,-,1528774,1309607,219167,143582,33670521,511111,320493,171626,18992,14869201,455219,13585610,719172,109199,6233718,5555792,677927,32930,11878842,109348,35370,-,...,65409,...,-,-,-,-,-,-,33735930,...
"2007.08",34263405,615732,258698,357033,15745448,580485,13929965,944968,290030,4708238,4170194,538043,-,43986,1792,13148211,1655132,368730,351230,17500,-,1108585,846063,262522,177818,35918538,984462,609928,357033,17500,15745448,580485,13929965,944968,290030,5816822,5016257,800565,43986,13148211,124639,54971,-,...,62625,...,-,-,-,-,-,-,35981163,...
"2007.09",29379796,457666,206154,251512,13305917,427155,12209287,583725,85751,3866502,3420315,446186,-,39174,1762,11708775,1895386,430163,408072,22090,-,1283711,1096824,186887,181513,31275183,887829,614226,251512,22090,13305917,427155,12209287,583725,85751,5150213,4517140,633073,39174,11708775,122534,60740,-,...,67990,...,-,-,-,-,-,-,31343173,...
"2007.10",30776772,192952,127409,65542,13959694,562356,12306975,923111,167253,5175067,4654678,520388,-,35864,1772,11411423,2071249,207043,190600,16443,-,1491297,1250828,240469,372910,32848021,399994,318009,65542,16443,13959694,562356,12306975,923111,167253,6666363,5905506,760857,35864,11411423,300192,74490,-,...,85957,...,-,-,-,-,-,-,32933977,...
"2007.11",32468243,117182,59703,57478,14682635,478237,13047165,955416,201817,5465610,4723168,742442,-,51202,3248,12148367,2180890,181376,172025,9351,-,1559843,1228008,331835,439672,34649133,298557,231728,57478,9351,14682635,478237,13047165,955416,201817,7025453,5951176,1074277,51202,12148367,356688,86231,-,...,87842,...,-,-,-,-,-,-,34736975,...
"2007.12",35200989,112860,49556,63305,16204442,560485,14100621,1206157,337179,6347840,5358555,989285,-,55662,5359,12474825,2311507,149869,140720,9150,-,1501465,1040081,461384,660173,37512496,262730,190275,63305,9150,16204442,560485,14100621,1206157,337179,7849305,6398636,1450669,55662,12474825,565078,100454,-,...,175690,...,-,-,-,-,-,-,37688185,...
"2008.01",36723553,178022,93648,84374,16135808,568286,13753079,1394058,420385,6987362,5932062,1055300,-,50751,8854,13362756,2581629,128129,117732,10397,-,1764726,1213074,551652,688774,39305181,306151,205988,84374,15789,16135808,568286,13753079,1394058,420385,8752088,7145136,1606952,50751,13362756,614731,82896,-,...,52360,...,-,-,-,-,-,-,39357541,...
"2008.02",33175128,202705,49077,153628,14488149,403245,12823102,1034452,227350,5616846,4699406,917440,-,43228,8133,12816066,2337906,110937,101641,9296,-,1555340,1121556,433784,671629,35513034,313642,146702,153628,13312,14488149,403245,12823102,1034452,227350,7172186,5820962,1351224,43228,12816066,582333,97429,-,...,37283,...,-,-,-,-,-,-,35550316,...
"2008.03",33315575,158823,97283,61540,14167708,622733,12818213,636204,90558,5204354,4449258,755097,-,44317,6532,13733839,2561607,165956,153213,12743,-,1717961,1343375,374586,677690,35877182,324779,246115,61540,17124,14167708,622733,12818213,636204,90558,6922315,5792632,1129683,44317,13733839,592144,92079,-,...,53898,...,-,-,-,-,-,-,35931080,...
"2008.04",30503374,214423,117956,96466,13505079,587226,12369155,524489,24209,4602620,4161584,441036,-,39426,4545,12137281,2291369,157718,143529,14189,-,1533234,1245309,287925,600417,32794743,372141,255973,96466,19702,13505079,587226,12369155,524489,24209,6135854,5406893,728961,39426,12137281,515723,89238,-,...,66580,...,-,-,-,-,-,-,32861323,...
"2008.05",30761411,275262,109355,165907,14110231,540084,13142769,385000,42378,4198384,3868109,330275,-,45848,4561,12127124,2301841,163955,149589,14365,-,1778421,1581203,197218,359465,33063253,439217,253231,165907,20079,14110231,540084,13142769,385000,42378,5976805,5449313,527493,45848,12127124,280028,83998,-,...,60538,...,-,-,-,-,-,-,33123790,...
"2008.06",31118378,336317,106812,229505,15149101,580820,14099221,430324,38736,3643863,3267788,376075,-,18977,3551,11966569,1728296,144296,130254,14042,-,1212624,1040767,171857,371375,32846674,480613,228806,229505,22302,15149101,580820,14099221,430324,38736,4856487,4308555,547932,18977,11966569,318038,56888,-,...,45224,...,-,-,-,-,-,-,32891898,...
"2008.07",34965477,473066,163531,309535,17481712,653589,15604790,1001307,222026,4627438,4129594,497844,-,33801,3982,12345477,2014570,160065,141891,18174,-,1433752,1242147,191605,420752,36980047,633131,295654,309535,27942,17481712,653589,15604790,1001307,222026,6061190,5371741,689449,33801,12345477,344574,80161,-,...,72849,...,-,-,-,-,-,-,37052895,...
"2008.08",34624930,853718,299496,554222,16819190,532161,15826943,368460,91627,3354082,2903404,450678,-,32695,4062,13561182,1577946,268114,247733,20381,-,968279,878175,90104,341553,36202876,1121832,538136,554222,29475,16819190,532161,15826943,368460,91627,4322361,3781579,540782,32695,13561182,268517,77098,-,...,70683,...,-,-,-,-,-,-,36273560,...
"2008.09",31481083,526074,155000,371074,15318174,392461,14219935,511924,193854,3981157,3594597,386560,-,38832,4409,11612437,1895760,131417,117483,13934,-,1382281,1288495,93786,382062,33376843,657491,265938,371074,20479,15318174,392461,14219935,511924,193854,5363438,4883092,480346,38832,11612437,316376,70095,-,...,62620,...,-,-,-,-,-,-,33439463,...
"2008.10",32011224,308435,62267,246168,15163305,552678,14236357,366641,7630,4349219,3801199,548020,-,45708,4497,12140059,2161458,111295,104055,7240,-,1569480,1350645,218835,480683,34172682,419730,160355,246168,13207,15163305,552678,14236357,366641,7630,5918698,5151844,766855,45708,12140059,300192,184989,-,...,26844,...,-,-,-,-,-,-,34199525,...
"2008.11",31865432,171681,48057,123624,14945530,718444,13665546,506380,55160,4761068,4094922,666145,-,41255,6988,11938911,2453806,93245,87603,5642,-,1765710,1485017,280693,594851,34319238,264925,131701,123624,9601,14945530,718444,13665546,506380,55160,6526778,5579940,946838,41255,11938911,356688,245151,-,...,31999,...,-,-,-,-,-,-,34351237,...
"2008.12",34384306,137475,40979,96496,16371369,777267,14667928,822323,103850,4582859,3661560,921299,-,67870,8503,13216231,2789791,91523,86370,5153,-,1928292,1458713,469579,769977,37174098,228998,123529,96496,8973,16371369,777267,14667928,822323,103850,6511151,5120272,1390878,67870,13216231,565078,213402,-,...,148399,...,-,-,-,-,-,-,37322497,...
"2009.01",35155314,215245,56512,158734,17694375,705170,14968051,1877233,143921,4276148,3282822,993326,-,63124,8771,12897651,2587244,90423,85158,5265,-,1745173,1292700,452473,751649,37742558,305668,137572,158734,9362,17694375,705170,14968051,1877233,143921,6021321,4575522,1445799,63124,12897651,617899,142521,-,...,46462,...,-,-,-,-,-,-,37789020,...
