"시점",한전 자회사,한전 자회사,한전 자회사,한전 자회사,한전 자회사,한전 자회사,한전 자회사,한전 자회사,한전 자회사,한전 자회사,한전 자회사,한전 자회사,한전 자회사,한전 자회사,한전 자회사,한전 자회사,타사,타사,타사,타사,타사,타사,타사,타사,타사,사업자,사업자,사업자,사업자,사업자,사업자,사업자,사업자,사업자,사업자,사업자,사업자,사업자,사업자,사업자,사업자,사업자,사업자,상용자가,상용자가,상용자가,총 발전량,총 발전량,총 발전량,총 발전량,총 발전량,총 발전량,총 발전량,총 발전량
"2009.02",31695611,173093,60816,112277,16657834,719707,13887423,1969190,81513,3450240,2672609,777631,-,61315,9535,11343595,2282288,69485,64569,4915,-,1490641,1120720,369921,722163,33977899,242577,119957,112277,10343,16657834,719707,13887423,1969190,81513,4940880,3793328,1147552,61315,11343595,600762,130936,-,...,60431,...,-,-,-,-,-,-,34038330,...
"2009.03",34552817,206805,73187,133618,17836161,782087,15014930,1989141,50002,4053614,3365088,688525,-,59787,11722,12384729,2025593,73501,67428,6073,-,1198141,865482,332659,753951,36578410,280306,134272,133618,12415,17836161,782087,15014930,1989141,50002,5251755,4230571,1021184,59787,12384729,605487,160186,-,...,46459,...,-,-,-,-,-,-,36624869,...
"2009.04",31740895,240489,68100,172389,16356422,681506,13863495,1800356,11065,3092316,2635537,456780,-,39462,7828,12004378,1886570,75297,68736,6561,-,1223237,983002,240235,588036,33627465,315786,130518,172389,12879,16356422,681506,13863495,1800356,11065,4315554,3618539,697015,39462,12004378,450097,145766,-,...,44284,...,-,-,-,-,-,-,33671749,...
"2009.05",32060168,398038,122246,275793,16380948,729618,14613767,992648,44915,2294168,2050912,243256,-,51329,7750,12927934,1368554,86880,77264,9616,-,792621,662838,129783,489054,33428722,484918,192309,275793,16816,16380948,729618,14613767,992648,44915,3086789,2713749,373039,51329,12927934,344856,151947,-,...,78524,...,-,-,-,-,-,-,33507246,...
"2009.06",32371424,505310,139987,365323,15922794,516630,15126706,259123,20334,3473684,3112033,361651,-,56064,5890,12407682,1831202,103959,93702,10257,-,1273768,1157649,116119,453475,34202626,609269,226452,365323,17494,15922794,516630,15126706,259123,20334,4747452,4269682,477770,56064,12407682,343793,115572,-,...,118080,...,-,-,-,-,-,-,34320706,...
"2009.07",34972857,721071,220748,500323,17535216,587004,16684813,204199,59200,3581892,3227001,354891,-,53083,7934,13073661,1846455,355002,338319,16683,-,1019291,921328,97963,472162,36819313,1076073,548073,500323,27677,17535216,587004,16684813,204199,59200,4601183,4148330,452854,53083,13073661,356689,123406,-,...,65806,...,-,-,-,-,-,-,36885119,...
"2009.08",35232500,688905,234512,454393,18000587,659944,16904719,397434,38490,3658082,3304794,353288,-,71837,6027,12807063,1676570,277551,255082,22469,-,1023237,927868,95369,375783,36909070,966456,478267,454393,33795,18000587,659944,16904719,397434,38490,4681319,4232661,448657,71837,12807063,264706,117104,-,...,84620,...,-,-,-,-,-,-,36993690,...
"2009.09",33475475,361855,130198,231658,17318857,607736,16341804,273826,95491,4398056,4088670,309386,-,54992,6011,11335703,1829984,123073,107248,15825,-,1207158,1104799,102359,499753,35305459,484928,228655,231658,24615,17318857,607736,16341804,273826,95491,5605214,5193469,411745,54992,11335703,384608,121156,-,...,71100,...,-,-,-,-,-,-,35376559,...
"2009.10",32423633,202442,46333,156109,16388338,527180,15689812,171345,0,3591295,3291518,299777,-,52452,8450,12180657,2091167,94906,85995,8912,-,1442310,1275949,166361,553951,34514800,297348,123451,156109,17788,16388338,527180,15689812,171345,0,5033604,4567467,466138,52452,12180657,405082,157318,-,...,64600,...,-,-,-,-,-,-,34579400,...
"2009.11",34508050,133010,46223,86787,17603631,703878,16146007,721120,32626,5239132,4571827,667305,-,58429,13140,11460708,2874704,92569,82659,9910,-,1985497,1655402,330095,796638,37382754,225579,120891,86787,17901,17603631,703878,16146007,721120,32626,7224629,6227229,997400,58429,11460708,625924,183854,-,...,94206,...,-,-,-,-,-,-,37476960,...
"2009.12",38590812,244447,63859,180588,18839911,757197,16584106,1314484,184125,6471282,5508463,962819,-,75079,13047,12947045,3667722,107806,98949,8857,-,2505026,2029119,475907,1054889,42258534,352253,155682,180588,15983,18839911,757197,16584106,1314484,184125,8976308,7537583,1438726,75079,12947045,827095,240842,-,...,81564,...,-,-,-,-,-,-,42340098,...
"2010.01",39951825,294085,54249,239836,19786031,717764,17228395,1553224,286648,6529423,5547173,982250,-,76514,14144,13251629,3787104,106130,98494,7636,-,2558925,2026675,532250,1122049,43738929,400215,145378,239836,15001,19786031,717764,17228395,1553224,286648,9088348,7573848,1514500,76514,13251629,857848,278344,-,...,52262,...,-,-,-,-,-,-,43791191,...
"2010.02",34083915,292083,67817,224265,16667519,629593,14814055,1016525,207345,5613282,4791602,821681,-,68940,10750,11431342,3086867,84714,76410,8304,-,2083800,1676132,407668,918353,37170781,376796,132052,224265,20479,16667519,629593,14814055,1016525,207345,7697082,6467733,1229349,68940,11431342,687427,241676,-,...,71099,...,-,-,-,-,-,-,37241880,...
"2010.03",37038400,290414,122557,167857,18510659,658603,16360985,1192456,298615,6817971,5924403,893568,-,64219,14399,11340739,3394912,158410,139903,18507,-,2156670,1780755,375915,1079832,40433313,448824,248089,167857,32878,18510659,658603,16360985,1192456,298615,8974642,7705159,1269483,64219,11340739,789984,304248,-,...,85612,...,-,-,-,-,-,-,40518924,...
"2010.04",33811451,277861,143783,134078,15960563,713885,14195439,873102,178137,6059207,5296300,762906,-,58249,11162,11444409,3274247,211479,191146,20334,-,2036078,1758541,277537,1026690,37085698,489341,322478,134078,32785,15960563,713885,14195439,873102,178137,8095284,7054841,1040443,58249,11444409,694782,343070,-,...,81182,...,-,-,-,-,-,-,37166879,...
"2010.05",33309452,308954,170982,137972,15539487,604198,14019747,825884,89657,4805545,4218417,587127,-,62111,9203,12584152,2659188,228731,205577,23154,-,1602551,1433985,168566,827906,35968640,537686,364165,137972,35548,15539487,604198,14019747,825884,89657,6408096,5652402,755693,62111,12584152,487168,349941,-,...,57430,...,-,-,-,-,-,-,36026070,...
"2010.06",34294117,329640,136351,193289,16561702,589861,14941002,841035,189804,4912376,4244537,667839,-,39732,6104,12444563,2674108,201052,181564,19488,-,1785903,1574885,211018,687152,36968225,530692,306364,193289,31038,16561702,589861,14941002,841035,189804,6698279,5819423,878857,39732,12444563,429925,263331,-,...,62843,...,-,-,-,-,-,-,37031067,...
"2010.07",37924173,413891,147456,266435,18961500,779072,17050291,891409,240728,5222634,4585438,637195,-,51015,9470,13265663,2509005,94801,79189,15613,-,1678575,1440969,237606,735629,40433178,508693,214025,266435,28232,18961500,779072,17050291,891409,240728,6901209,6026408,874801,51015,13265663,454848,290251,-,...,72972,...,-,-,-,-,-,-,40506150,...
"2010.08",38631509,635651,247985,387667,19255473,780250,17333667,925775,215781,5360008,4720766,639242,-,68028,8416,13303933,2870996,145913,124340,21573,-,1930032,1682933,247099,795051,41502505,781564,356972,387667,36926,19255473,780250,17333667,925775,215781,7290040,6403699,886341,68028,13303933,471500,331966,-,...,67115,...,-,-,-,-,-,-,41569620,...
"2010.09",34360557,657108,269906,387202,17809051,709533,16304966,680304,114247,4853559,4378639,474920,-,52554,8650,10979636,2689125,378520,353438,25082,-,1495627,1322147,173480,814978,37049683,1035628,608789,387202,39637,17809051,709533,16304966,680304,114247,6349186,5700786,648400,52554,10979636,468372,355257,-,...,72586,...,-,-,-,-,-,-,37122269,...
"2010.10",34985975,337448,111538,225910,16690936,785807,15554746,349829,555,5245224,4669846,575379,-,53659,15945,12642764,2945868,179056,162527,16528,-,1696866,1482774,214092,1069946,37931843,516504,261665,225910,28928,16690936,785807,15554746,349829,555,6942090,6152619,789471,53659,12642764,636677,449214,-,...,66483,...,-,-,-,-,-,-,37998326,...
"2010.11",36327620,230582,66443,164139,16673958,721760,15448829,331753,171616,6430526,5707049,723478,-,58373,11572,12922610,3829505,141637,130693,10944,-,2204692,1862333,342359,1483176,40157126,372219,187878,164139,20201,16673958,721760,15448829,331753,171616,8635218,7569382,1065837,58373,12922610,949952,544797,-,...,66724,...,-,-,-,-,-,-,40223850,...
"2010.12",40665171,324825,63542,261283,19032395,669547,16675365,1393074,294408,8231700,7243230,988470,-,77303,14677,12984271,4712919,148917,137911,11006,-,2700964,2194278,506686,1863038,45378090,473742,191704,261283,20755,19032395,669547,16675365,1393074,294408,10932664,9437508,1495156,77303,12984271,1151751,725964,-,...,85888,...,-,-,-,-,-,-,45463978,...
"2011.01",42635767,493029,81734,411295,20356791,724125,17352140,1894751,385776,9192902,8062074,1130828,-,83092,20463,12489488,5696840,157897,146516,11381,-,3370764,2791498,579266,2168179,48332607,650927,218425,411295,21206,20356791,724125,17352140,1894751,385776,12563666,10853572,1710094,83092,12489488,1326311,862331,2188642,...,105032,...,-,-,-,-,-,-,48437639,...
"2011.02",34826943,335773,82223,253550,16455025,664105,14842371,782549,166000,6073039,5343342,729697,-,69917,12318,11880871,4339706,147599,137837,9762,-,2302703,1898693,404010,1889404,39166649,483372,211694,253550,18127,16455025,664105,14842371,782549,166000,8375742,7242035,1133707,69917,11880871,1204167,697555,1901722,...,68968,...,-,-,-,-,-,-,39235617,...
"2011.03",38400007,260011,96959,163052,17615108,690888,15492299,1131160,300761,7335042,6531020,804022,-,80747,19791,13089307,4653916,164588,151568,13020,-,2545422,2128174,417248,1943906,43053923,424599,239363,163052,22184,17615108,690888,15492299,1131160,300761,9880464,8659194,1221270,80747,13089307,1321057,642641,1963698,...,68359,...,-,-,-,-,-,-,43122282,...
"2011.04",34525557,210695,94331,116364,15244342,660112,13851742,487376,245112,6232524,5631066,601459,-,66158,16067,12755770,4141737,147226,130811,16415,-,2321661,1999745,321916,1672849,38667294,357922,215795,116364,25763,15244342,660112,13851742,487376,245112,8554186,7630811,923375,66158,12755770,1048498,640418,1688916,...,42715,...,-,-,-,-,-,-,38710009,...
"2011.05",34198803,393157,214358,178799,15234639,552866,14399269,246263,36241,4908781,4473930,434850,-,70438,13728,13578061,4097994,353103,326814,26289,-,2371971,2175769,196202,1372920,38296797,746259,529442,178799,38018,15234639,552866,14399269,246263,36241,7280752,6649700,631052,70438,13578061,723994,662655,1386648,...,59132,...,-,-,-,-,-,-,38355929,...
"2011.06",34825469,463097,190520,272577,16479702,751314,14777294,751583,199511,5564371,5185586,378784,-,47389,10608,12260303,4011548,324372,302282,22089,-,2249921,2021795,228126,1437255,38837018,787468,481806,272577,33085,16479702,751314,14777294,751583,199511,7814292,7207382,606910,47389,12260303,827657,620207,1447863,...,64267,...,-,-,-,-,-,-,38901284,...
"2011.07",38288644,656758,287164,369594,18543012,775527,17212289,425432,129764,5029682,4565525,464156,-,63800,12846,13982548,4041624,636804,607337,29467,-,2073468,1899749,173719,1331352,42330268,1293562,879422,369594,44546,18543012,775527,17212289,425432,129764,7103150,6465274,637875,63800,13982548,816859,527338,1344197,...,53580,...,-,-,-,-,-,-,42383848,...
"2011.08",38406939,745395,273141,472255,18439432,767991,17157139,444141,70161,4698388,4229468,468920,-,67084,10705,14445934,3936606,500032,460288,39744,-,2144554,1980224,164330,1292020,42343545,1245427,717873,472255,55300,18439432,767991,17157139,444141,70161,6842942,6209692,633250,67084,14445934,784704,518022,1302725,...,54040,...,-,-,-,-,-,-,42397585,...
"2011.09",35253063,500365,89692,410673,17349977,665173,15701899,797576,185328,5272844,4788937,483906,-,59933,12950,12056994,3542647,164685,136147,28538,-,2213627,2037632,175995,1164335,38795710,665051,211461,410673,42916,17349977,665173,15701899,797576,185328,7486470,6826569,659901,59933,12056994,643850,533435,1177285,...,65465,...,-,-,-,-,-,-,38861175,...
"2011.10",35707838,263120,51726,211395,18132625,731997,16695879,563498,141252,4440134,4016525,423609,-,63815,14774,12793369,4061974,133455,114794,18661,-,2282346,2046165,236181,1646173,39769813,396576,153724,211395,31457,18132625,731997,16695879,563498,141252,6722480,6062690,659790,63815,12793369,1084351,576596,1660947,...,56485,...,-,-,-,-,-,-,39826298,...
"2011.11",35963225,231867,45835,186032,17758166,725007,16293367,665818,73973,5385888,4918448,467440,-,69701,14009,12503594,4456741,129104,105377,23728,-,2548593,2239402,309191,1779043,40419966,360971,137909,186032,37030,17758166,725007,16293367,665818,73973,7934481,7157850,776631,69701,12503594,1196108,596944,1793052,...,70019,...,-,-,-,-,-,-,40489984,...
"2011.12",40376968,261687,74287,187400,19595985,794878,17236176,1266191,298739,7534490,6623643,910847,-,78459,19482,12886867,5689375,156832,120165,36667,-,3386268,2864573,521695,2146276,46066344,418519,181953,187400,49166,19595985,794878,17236176,1266191,298739,10920758,9488216,1432542,78459,12886867,1451511,714247,2165757,...,105371,...,-,-,-,-,-,-,46171715,...
"2012.01",40132138,289689,64366,225323,19516810,776012,17437775,1042334,260688,7111372,6147443,963929,-,80977,19403,13113887,5523208,129849,117982,11867,-,3280429,2737707,542722,2112930,45655347,419538,171382,225323,22834,19516810,776012,17437775,1042334,260688,10391801,8885150,1506651,80977,13113887,1408526,723807,2132333,...,296866,...,-,-,-,-,-,-,45952213,...
"2012.02",38389213,236025,62238,173787,18396865,765266,16199591,1133973,298036,7566572,6678135,888437,-,79623,18576,12091551,5474526,142801,131079,11722,-,3336525,2819726,516799,1995199,43863739,378827,183233,173787,21806,18396865,765266,16199591,1133973,298036,10903097,9497862,1405236,79623,12091551,1322289,691486,2013775,...,292876,...,-,-,-,-,-,-,44156615,...
"2012.03",38096592,268615,79067,189548,17977931,755891,15749453,1203111,269477,7274087,6444539,829548,-,71885,23451,12480623,5519026,180847,163778,17068,-,3383715,2904920,478795,1954464,43615618,449462,231646,189548,28267,17977931,755891,15749453,1203111,269477,10657802,9349460,1308343,71885,12480623,1317312,660603,1977915,...,229057,...,-,-,-,-,-,-,43844676,...
"2012.04",33831059,405703,152278,253425,15392765,613779,13270103,1238967,269916,6557949,5780366,777582,-,66308,21049,11387285,5294253,282093,257005,25088,-,3057686,2582028,475658,1954474,39125312,687797,396613,253425,37759,15392765,613779,13270103,1238967,269916,9615635,8362394,1253241,66308,11387285,1147976,827546,1975522,...,131337,...,-,-,-,-,-,-,39256649,...
"2012.05",34560208,429219,150393,278827,16042229,597535,13907863,1260104,276728,5745252,5179602,565650,-,61852,13920,12267735,4932059,222210,194047,28163,-,3100221,2691594,408627,1609628,39492267,651429,333092,278827,39511,16042229,597535,13907863,1260104,276728,8845473,7871196,974277,61852,12267735,920701,702847,1623548,...,113227,...,-,-,-,-,-,-,39605494,...
"2012.06",35908498,381147,90509,290638,17105827,758644,14793304,1203305,350575,5603642,5049920,553722,-,35342,12519,12770021,4084473,163022,137151,25871,-,2469554,2149435,320119,1451896,39992971,544169,217209,290638,36322,17105827,758644,14793304,1203305,350575,8073197,7199356,873841,35342,12770021,790334,674081,1464415,...,105239,...,-,-,-,-,-,-,40098210,...
"2012.07",38695664,505916,149546,356369,19229389,810544,16748114,1372726,298005,5951108,5356135,594973,-,61586,14207,12933458,4600064,204320,168953,35367,-,2919448,2639763,279685,1476296,43295728,710236,304223,356369,49643,19229389,810544,16748114,1372726,298005,8870556,7995898,874658,61586,12933458,756829,733673,1490502,...,123087,...,-,-,-,-,-,-,43418815,...
"2012.08",39729564,647164,208328,438836,19667100,796668,17378759,1213826,277846,5362962,4781730,581232,-,71560,14879,13965899,4424484,294163,255172,38991,-,2611399,2338420,272979,1518922,44154048,941327,448745,438836,53746,19667100,796668,17378759,1213826,277846,7974361,7120151,854211,71560,13965899,829265,704536,1533801,...,93369,...,-,-,-,-,-,-,44247417,...
"2012.09",35340911,577492,180607,396885,17106625,658332,15953942,448276,46075,4237483,3953612,283871,-,47641,13743,13357927,3657018,317857,272859,44998,-,2023251,1908670,114581,1315910,38997929,895349,436869,396885,61595,17106625,658332,15953942,448276,46075,6260734,5862283,398452,47641,13357927,700818,628834,1329652,...,87814,...,-,-,-,-,-,-,39085743,...
"2012.10",35459099,491441,122272,369169,17326196,690804,15477091,866388,291914,4889116,4259751,629365,-,60012,18127,12674208,3981708,188630,147676,40954,-,2137046,1869330,267715,1656033,39440807,680071,255620,369169,55283,17326196,690804,15477091,866388,291914,7026161,6129081,897080,60012,12674208,924365,749794,1674159,...,132949,...,-,-,-,-,-,-,39573756,...
"2012.11",36903400,431578,95592,335986,18488405,759969,16181871,1223786,322779,6996856,6155110,841746,-,39026,18495,10929040,5314309,179863,138892,40972,-,3093816,2621182,472634,2040629,42217709,611442,221483,335986,53973,18488405,759969,16181871,1223786,322779,10090672,8776292,1314380,39026,10929040,1304388,754737,2059125,...,187064,...,-,-,-,-,-,-,42404773,...
"2012.12",41469833,475634,101165,374469,20085859,784319,17464090,1346625,490826,8454739,7382425,1072314,-,76257,21683,12355661,6158899,207021,152141,54879,-,3717704,3116913,600791,2234175,47628733,682655,239903,374469,68283,20085859,784319,17464090,1346625,490826,12172443,10499338,1673105,76257,12355661,1489932,765925,2255857,...,301236,...,-,-,-,-,-,-,47929969,...
"2013.01",42480566,360508,71975,288533,20134978,787770,17583287,1201705,562217,8209829,7180046,1029783,-,81817,23810,13669624,6077687,204265,166439,37826,-,3629946,3027464,602482,2243477,48558253,564772,227447,288533,48792,20134978,787770,17583287,1201705,562217,11839774,10207510,1632265,81817,13669624,1479302,787986,2267287,...,266261,...,-,-,-,-,-,-,48824514,...
"2013.02",36299357,360606,110220,250385,17827259,666740,15662236,995489,502794,6718236,5897407,820829,-,67493,24837,11300927,4934532,233716,193134,40582,-,2694237,2229995,464242,2006578,41233889,594322,293270,250385,50666,17827259,666740,15662236,995489,502794,9412473,8127402,1285071,67493,11300927,1310221,721194,2031415,...,194987,...,-,-,-,-,-,-,41428876,...
"2013.03",37850561,355050,135886,219165,18467341,750976,16673645,918080,124640,6855930,6095046,760885,-,64745,29974,12077521,5463163,230195,185531,44664,-,3130477,2743334,387143,2102490,43313724,585245,310218,219165,55862,18467341,750976,16673645,918080,124640,9986408,8838380,1148028,64745,12077521,1394261,738203,2132464,...,152860,...,-,-,-,-,-,-,43466585,...
"2013.04",34893339,452020,129349,322671,16845723,626140,14548501,1370917,300165,6688779,6005569,683211,-,67153,29546,10810117,5749621,236608,189265,47343,-,3644938,3247971,396967,1868076,40642961,688628,305944,322671,60013,16845723,626140,14548501,1370917,300165,10333717,9253539,1080178,67153,10810117,1100720,796902,1897622,...,125795,...,-,-,-,-,-,-,40768756,...
"2013.05",34931321,471168,153289,317879,17142489,535882,15372239,988547,245821,6696386,6202656,493730,-,70890,22781,10527606,5340481,254113,202160,51953,-,3561536,3235283,326253,1524833,40271802,725281,344102,317879,63300,17142489,535882,15372239,988547,245821,10257922,9437939,819983,70890,10527606,754323,793291,1547614,...,99010,...,-,-,-,-,-,-,40370812,...
"2013.06",35632777,539133,146544,392589,18508549,711349,16202877,1258495,335828,6718891,6207727,511164,-,49362,19269,9797574,5070986,245361,199528,45833,-,3119558,2814580,304978,1706067,40703763,784494,335622,392589,56283,18508549,711349,16202877,1258495,335828,9838449,9022306,816142,49362,9797574,1003139,722197,1725336,...,101851,...,-,-,-,-,-,-,40805614,...
"2013.07",39286027,639701,252891,386809,19956489,749827,17405860,1465737,335066,7299756,6709289,590467,-,61948,41335,11286799,5284233,415105,368119,46986,-,3004669,2689866,314803,1864458,44570260,1054806,606734,386809,61262,19956489,749827,17405860,1465737,335066,10304425,9399156,905270,61948,11286799,1072589,833204,1905793,...,82652,...,-,-,-,-,-,-,44652912,...
"2013.08",39958193,724038,269298,454740,19776610,766828,17199301,1482190,328292,7140297,6517799,622497,-,73225,34927,12209095,5442789,279143,232043,47100,-,3304233,3008617,295616,1859412,45400982,1003182,486587,454740,61854,19776610,766828,17199301,1482190,328292,10444530,9526417,918113,73225,12209095,1137064,757276,1894339,...,77032,...,-,-,-,-,-,-,45478014,...
"2013.09",34516802,488812,112827,375985,16957400,644422,15581638,668826,62514,5284712,4889943,394769,-,52400,32166,11701313,4454613,175298,136807,38491,-,2621076,2451469,169607,1658240,38971416,664110,233037,375985,55088,16957400,644422,15581638,668826,62514,7905788,7341412,564376,52400,11701313,853737,836669,1690406,...,69316,...,-,-,-,-,-,-,39040732,...
"2013.10",35367378,482756,81576,401180,16555084,561899,14547274,1254564,191347,6482454,5743430,739025,-,51843,42380,11752860,6033860,167618,131782,35837,-,3678311,3259760,418551,2187931,41401238,650375,199029,401180,50165,16555084,561899,14547274,1254564,191347,10160766,9003190,1157576,51843,11752860,1229800,1000512,2230311,...,60032,...,-,-,-,-,-,-,41461270,...
"2013.11",36849298,414122,56542,357580,16912636,580141,14812505,1230725,289265,7710979,7090757,620221,-,35759,49015,11726787,6194659,139218,111074,28144,-,3517882,3029974,487908,2537559,43043957,553340,154614,357580,41145,16912636,580141,14812505,1230725,289265,11228861,10120732,1108129,35759,11726787,1471757,1114817,2586575,...,145644,...,-,-,-,-,-,-,43189601,...
"2013.12",40691043,391414,54270,337145,19500698,672515,17474982,1105260,247940,8754518,7896599,857919,-,64299,56363,11923751,6663642,133961,107690,26271,-,3932380,3454928,477452,2597301,47354685,525375,148556,337145,39675,19500698,672515,17474982,1105260,247940,12686898,11351527,1335371,64299,11923751,1596257,1057408,2653664,...,305501,...,-,-,-,-,-,-,47660187,...
"2014.01",40881659,413733,54875,358858,19024712,766776,17291402,788975,177558,7498293,6580763,917531,275251,69020,50116,13550534,6450055,119980,91985,27995,-,3563548,3134643,428906,2766527,47331714,533713,136562,358858,38293,19024712,766776,17291402,788975,177558,11061842,9715406,1346436,69020,13550534,-,-,3091894,...,98415,...,-,-,-,-,-,-,47430129,...
"2014.02",36304532,430986,79823,351163,16817973,708267,15177246,817646,114814,6610825,5917207,693617,322567,62155,39763,12020264,5846774,118012,92685,25327,-,3343169,2949469,393700,2385593,42151305,548998,163624,351163,34211,16817973,708267,15177246,817646,114814,9953994,8866676,1087317,62155,12020264,-,-,2747922,...,86537,...,-,-,-,-,-,-,42237842,...
"2014.03",38197357,505153,89077,416076,17732592,709491,15889167,1028655,105279,6834108,6290312,543796,300983,64857,52770,12706893,6600647,139522,103190,36331,-,3776574,3427073,349501,2684552,44798004,644674,182658,416076,45940,17732592,709491,15889167,1028655,105279,10610682,9717385,893297,64857,12706893,-,-,3038305,...,68295,...,-,-,-,-,-,-,44866299,...
"2014.04",35107634,412812,74270,338542,15297074,672355,14076349,548371,0,5619617,5314045,305573,292885,64124,42306,13378814,5748144,156725,115467,41258,-,2987823,2703785,284038,2603596,40855778,569537,181054,338542,49940,15297074,672355,14076349,548371,0,8607441,8017830,589611,64124,13378814,-,-,2938788,...,36873,...,-,-,-,-,-,-,40892651,...
"2014.05",35482611,485820,93109,392711,16249437,631859,15038815,567521,11241,4817731,4421474,396257,184629,61237,48019,13635737,5628129,169119,120469,48651,-,3025871,2833988,191883,2433139,41110740,654939,205036,392711,57192,16249437,631859,15038815,567521,11241,7843602,7255462,588140,61237,13635737,-,-,2665787,...,29640,...,-,-,-,-,-,-,41140380,...
"2014.06",35544495,489606,87417,402189,17676267,749453,16327505,593529,5781,4543012,4187099,355913,141938,39346,38496,12615829,5643035,174887,130656,44230,-,3210789,3059191,151598,2257359,41187530,664492,209997,402189,52306,17676267,749453,16327505,593529,5781,7753801,7246290,507511,39346,12615829,-,-,2437793,...,22061,...,-,-,-,-,-,-,41209591,...
"2014.07",39351190,572800,78567,494234,19870813,769813,18163341,875509,62150,5264888,5012187,252701,148973,50722,42543,13400450,6363496,149090,113290,35800,-,3787858,3608406,179452,2426548,45714686,721890,182875,494234,44781,19870813,769813,18163341,875509,62150,9052746,8620593,432153,50722,13400450,-,-,2618065,...,17074,...,-,-,-,-,-,-,45731759,...
"2014.08",37719216,660348,104875,555473,19126390,760461,18116361,249569,0,3707255,3687329,19926,140796,39509,41060,14003858,5739373,170324,124067,46257,-,3567595,3472405,95190,2001454,43458589,830672,216937,555473,58262,19126390,760461,18116361,249569,0,7274850,7159734,115116,39509,14003858,-,-,2183310,...,15314,...,-,-,-,-,-,-,43473903,...
"2014.09",34309730,628959,94595,534364,16152217,617652,15140281,394284,0,4833392,4778790,54602,249896,47067,45761,12352438,6276418,168954,119785,49168,-,3918979,3871922,47057,2188485,40586148,797912,200869,534364,62680,16152217,617652,15140281,394284,0,8752371,8650713,101659,47067,12352438,-,-,2484142,...,18013,...,-,-,-,-,-,-,40604161,...
"2014.10",35075130,529015,58136,470880,16440325,582605,15658190,199530,0,4800810,4701630,99180,182623,49746,56847,13015765,7009744,161353,116081,45272,-,4309252,4195838,113414,2539140,42084875,690368,160441,470880,59047,16440325,582605,15658190,199530,0,9110062,8897468,212594,49746,13015765,-,-,2778609,...,30457,...,-,-,-,-,-,-,42115332,...
"2014.11",34741696,418644,46707,371937,17254163,767371,16214027,267114,5650,4718772,4407043,311729,204862,51595,52126,12041536,7754293,155327,110208,45119,-,4840421,4675718,164703,2758545,42495989,573970,144122,371937,57912,17254163,767371,16214027,267114,5650,9559193,9082761,476432,51595,12041536,-,-,3015533,...,51554,...,-,-,-,-,-,-,42547544,...
"2014.12",40199209,427752,46049,381704,19530009,769956,18166648,507755,85650,6142331,5381603,760728,297807,56432,60487,13684392,9434523,160629,116757,43873,-,5988551,5689571,298980,3285343,49633732,588381,151506,381704,55172,19530009,769956,18166648,507755,85650,12130881,11071174,1059708,56432,13684392,-,-,3643637,...,87580,...,-,-,-,-,-,-,49721312,...
