,datetime,year,month,수력,화력,원자력,내연력,집단에너지,대체에너지,기력,중유,무연탄,유연탄,LNG
0,1996-01-01,1996,1,363291,2119473,5914976,72696,445503.0,27078.0,8408979,1138275.0,449786.0,5478528.0,233891.0
1,1996-02-01,1996,2,356379,1875589,5497157,64679,445503.0,27078.0,7593086,1138275.0,449786.0,5478528.0,233891.0
2,1996-03-01,1996,3,362980,1923728,6195468,64834,445503.0,27078.0,8306941,1138275.0,449786.0,5478528.0,233891.0
3,1996-04-01,1996,4,367415,1747174,5637764,62517,445503.0,27078.0,8299351,1138275.0,449786.0,5478528.0,233891.0
4,1996-05-01,1996,5,440662,2092955,5800186,60807,445503.0,27078.0,8156027,1138275.0,449786.0,5478528.0,233891.0
5,1996-06-01,1996,6,576838,1900449,6515060,58841,445503.0,27078.0,7623686,1138275.0,449786.0,5478528.0,233891.0
6,1996-07-01,1996,7,687972,2261394,7265681,66550,445503.0,27078.0,8067004,1138275.0,449786.0,5478528.0,233891.0
7,1996-08-01,1996,8,608372,2423413,6635571,73492,445503.0,27078.0,9068224,1138275.0,449786.0,5478528.0,233891.0
8,1996-09-01,1996,9,378641,2213031,6331855,57056,445503.0,27078.0,7520586,1138275.0,449786.0,5478528.0,233891.0
9,1996-10-01,1996,10,343534,2970692,5816529,70313,445503.0,27078.0,8288360,1138275.0,449786.0,5478528.0,233891.0
10,1996-11-01,1996,11,324866,2720570,5916371,57790,445503.0,27078.0,8458068,1138275.0,449786.0,5478528.0,233891.0
11,1996-12-01,1996,12,390373,2694059,6397722,62271,445503.0,27078.0,8863206,1138275.0,449786.0,5478528.0,233891.0
12,1997-01-01,1997,1,379979,3086281,6084799,69361,445503.0,27078.0,8841019,1138275.0,449786.0,5478528.0,233891.0
13,1997-02-01,1997,2,304792,2809659,5019339,56702,445503.0,27078.0,8037794,1138275.0,449786.0,5478528.0,233891.0
14,1997-03-01,1997,3,289682,3445012,4779982,62804,445503.0,27078.0,9825381,1138275.0,449786.0,5478528.0,233891.0
15,1997-04-01,1997,4,319199,3218134,5721999,66599,445503.0,27078.0,8416221,1138275.0,449786.0,5478528.0,233891.0
16,1997-05-01,1997,5,443087,2778159,5870348,59108,445503.0,27078.0,8996029,1138275.0,449786.0,5478528.0,233891.0
17,1997-06-01,1997,6,641498,2691939,7062841,54649,445503.0,27078.0,8181289,1138275.0,449786.0,5478528.0,233891.0
18,1997-07-01,1997,7,807805,2868641,7796002,62068,445503.0,27078.0,8870128,1138275.0,449786.0,5478528.0,233891.0
19,1997-08-01,1997,8,616668,2901560,7828720,67988,445503.0,27078.0,9174802,1138275.0,449786.0,5478528.0,233891.0
20,1997-09-01,1997,9,404777,2283312,7129680,51786,445503.0,27078.0,8462285,1138275.0,449786.0,5478528.0,233891.0
21,1997-10-01,1997,10,329600,3074968,6054010,53632,445503.0,27078.0,9724725,1138275.0,449786.0,5478528.0,233891.0
22,1997-11-01,1997,11,355187,2780438,6173887,54457,445503.0,27078.0,9561146,1138275.0,449786.0,5478528.0,233891.0
23,1997-12-01,1997,12,511250,2486008,7564042,58870,445503.0,27078.0,8722472,1138275.0,449786.0,5478528.0,233891.0
24,1998-01-01,1998,1,386858,2100427,7409840,48913,445503.0,27078.0,7300480,1138275.0,449786.0,5478528.0,233891.0
25,1998-02-01,1998,2,376998,1796358,5724333,47022,445503.0,27078.0,8345810,1754064.0,292365.0,6127088.0,172293.0
26,1998-03-01,1998,3,459801,1755337,6788747,65115,445503.0,27078.0,8551680,1515938.0,412555.0,6551537.0,71650.0
27,1998-04-01,1998,4,585975,1368879,7431684,54126,445503.0,27078.0,7523118,951292.0,459883.0,6088770.0,23173.0
28,1998-05-01,1998,5,690735,1712760,6747681,58022,445503.0,27078.0,8195673,1026622.0,591326.0,6568393.0,9332.0
29,1998-06-01,1998,6,568012,2309313,7174442,47674,445503.0,27078.0,7357013,745888.0,534954.0,6030844.0,45327.0
30,1998-07-01,1998,7,706291,2963430,8044226,54986,445503.0,27078.0,6643359,481114.0,550869.0,5389683.0,221693.0
31,1998-08-01,1998,8,864623,2788128,8293659,54248,445503.0,27078.0,6306832,441600.0,593782.0,5105821.0,165629.0
32,1998-09-01,1998,9,405984,2643097,7461610,38233,445503.0,27078.0,7687864,643295.0,596874.0,6254278.0,193417.0
33,1998-10-01,1998,10,401642,2313323,8428625,34705,445503.0,27078.0,6012622,115415.0,537139.0,5261101.0,98967.0
34,1998-11-01,1998,11,303707,2419337,7884261,31568,445503.0,27078.0,7196426,354498.0,746772.0,5998801.0,96355.0
35,1998-12-01,1998,12,348407,2334658,8299864,40679,445503.0,27078.0,7920701,774627.0,743863.0,6297313.0,104898.0
36,1999-01-01,1999,1,309705,2768796,7710470,24576,445503.0,27078.0,7777823,400089.0,478689.0,6788155.0,110890.0
37,1999-02-01,1999,2,375125,1843083,7414906,22062,445503.0,27078.0,6869754,779077.0,445518.0,5547419.0,97740.0
38,1999-03-01,1999,3,449274,1886531,8048510,24560,445503.0,27078.0,8632955,1454902.0,482965.0,6600003.0,95085.0
39,1999-04-01,1999,4,548717,1822438,7554850,29240,445503.0,27078.0,8365721,1455233.0,547844.0,6296031.0,66613.0
40,1999-05-01,1999,5,522005,1541984,8651824,32491,445503.0,27078.0,7975599,1301901.0,653150.0,5949446.0,71102.0
41,1999-06-01,1999,6,517731,2227659,8271355,33603,445503.0,27078.0,8411930,1385949.0,537680.0,6368711.0,119590.0
42,1999-07-01,1999,7,358879,3473919,8501971,46804,445503.0,27078.0,8625631,916554.0,573731.0,6955897.0,179449.0
43,1999-08-01,1999,8,835151,3247051,9404774,48135,445503.0,27078.0,7487967,756670.0,592179.0,5908325.0,230793.0
44,1999-09-01,1999,9,715760,2637563,9147276,31095,445503.0,27078.0,7325797,682388.0,610092.0,5901091.0,132226.0
45,1999-10-01,1999,10,606373,2133219,9450322,25852,445503.0,27078.0,7981645,453030.0,490308.0,7033252.0,5055.0
46,1999-11-01,1999,11,373807,2486332,9402899,30766,445503.0,27078.0,7895862,627230.0,591746.0,6564342.0,112544.0
47,1999-12-01,1999,12,453708,2606471,9504622,32514,445503.0,27078.0,9121863,1310926.0,693564.0,6993628.0,123744.0
48,2000-01-01,2000,1,456883,2556319,9423588,27796,445503.0,27078.0,9145453,1164544.0,646341.0,7199463.0,135105.0
49,2000-02-01,2000,2,433118,2285290,8645514,25965,445503.0,27078.0,8509514,1196666.0,526690.0,6645991.0,140167.0
50,2000-03-01,2000,3,312328,2185092,8977888,22092,445503.0,27078.0,10083469,1701549.0,622451.0,7646994.0,112475.0
51,2000-04-01,2000,4,306324,1849277,8326167,23914,445503.0,27078.0,9538746,1567344.0,426126.0,7471458.0,73818.0
52,2000-05-01,2000,5,347830,1766402,8762406,23873,445503.0,27078.0,10210790,1456083.0,668265.0,8036502.0,49940.0
53,2000-06-01,2000,6,475660,2285782,8378099,34135,445503.0,27078.0,10572343,1895794.0,723631.0,7878701.0,74217.0
54,2000-07-01,2000,7,501912,2745011,9290240,25400,445503.0,27078.0,11259059,1819401.0,721841.0,8248140.0,469677.0
55,2000-08-01,2000,8,687119,2417551,9779878,29618,445503.0,27078.0,10778142,1611600.0,678258.0,8358288.0,129996.0
56,2000-09-01,2000,9,882843,1506948,9559563,28828,445503.0,27078.0,8729204,1083999.0,417561.0,7202333.0,25311.0
57,2000-10-01,2000,10,444801,1957026,8916850,8428,445503.0,27078.0,10550413,2127883.0,440558.0,7937531.0,44441.0
58,2000-11-01,2000,11,413039,2517249,8819714,12144,445503.0,27078.0,10325892,1814042.0,517769.0,7809187.0,184894.0
59,2000-12-01,2000,12,347965,2791193,10083833,31668,445503.0,27078.0,10244508,1449266.0,640262.0,7963130.0,191850.0
60,2001-01-01,2001,1,288603,2964555,10084810,23045,445503.0,27078.0,9928589,1660386.0,624873.0,7402179.0,241151.0
61,2001-02-01,2001,2,222383,2672094,9045856,26811,445503.0,27078.0,9896079,1715914.0,512639.0,7450588.0,216937.0
62,2001-03-01,2001,3,222036,2876642,9033657,27626,445503.0,27078.0,11312890,2009575.0,650901.0,8445614.0,206800.0
63,2001-04-01,2001,4,291904,1716358,9454708,26945,445503.0,27078.0,10260765,1619764.0,679007.0,7881155.0,80840.0
64,2001-05-01,2001,5,333186,2135181,9081391,31935,445503.0,27078.0,11079151,1826065.0,644490.0,8453948.0,154647.0
65,2001-06-01,2001,6,383719,2099770,8535448,26602,445503.0,27078.0,11739307,1889943.0,614166.0,9139251.0,95947.0
66,2001-07-01,2001,7,598077,2249817,9372035,28684,445503.0,27078.0,12399905,2160722.0,493531.0,9580967.0,164685.0
67,2001-08-01,2001,8,661750,2255590,10380449,24756,445503.0,27078.0,11308779,1477581.0,407412.0,9297965.0,125821.0
68,2001-09-01,2001,9,394661,2315988,9103272,23495,445503.0,27078.0,11308657,1631757.0,470317.0,9173777.0,32806.0
69,2001-10-01,2001,10,288198,2005271,8951309,24450,445503.0,27078.0,11392013,1672647.0,549316.0,9130384.0,39666.0
70,2001-11-01,2001,11,249204,2404867,9572550,28060,445503.0,27078.0,11876318,1613565.0,687390.0,9507052.0,68311.0
71,2001-12-01,2001,12,217031,3336838,9517548,32529,445503.0,27078.0,12934287,2344420.0,673343.0,9787205.0,129319.0
72,2002-01-01,2002,1,231441,3586285,9669287,24900,445503.0,27078.0,12701944,2251671.0,697531.0,9629279.0,123463.0
73,2002-02-01,2002,2,240330,2720099,9413754,26999,445503.0,27078.0,10184592,1641712.0,406781.0,8033401.0,102698.0
74,2002-03-01,2002,3,296612,3074371,10146230,31390,445503.0,27078.0,11663819,2176059.0,375344.0,9023603.0,88813.0
75,2002-04-01,2002,4,287493,2505519,8623203,30711,445503.0,27078.0,12257278,2339217.0,459691.0,9377748.0,80621.0
76,2002-05-01,2002,5,450219,2356587,10261944,26456,445503.0,27078.0,11408640,1873528.0,522051.0,8929984.0,83076.0
77,2002-06-01,2002,6,542901,2652705,10107469,30946,445503.0,27078.0,10577715,761584.0,524234.0,9211295.0,80602.0
78,2002-07-01,2002,7,584377,3475402,10474730,29409,445503.0,27078.0,11733940,821280.0,692006.0,10028337.0,192318.0
79,2002-08-01,2002,8,882270,3015429,11028099,29899,445503.0,27078.0,10605458,534398.0,704377.0,9189120.0,177563.0
80,2002-09-01,2002,9,840252,3191555,9182703,31236,445503.0,27078.0,10658269,975363.0,385064.0,9182572.0,115270.0
81,2002-10-01,2002,10,310626,4164951,9933942,31325,445503.0,27078.0,11024858,839704.0,623553.0,9551978.0,9623.0
82,2002-11-01,2002,11,280498,4332833,9298103,26696,445503.0,27078.0,12588407,1716623.0,609298.0,10127901.0,134584.0
83,2002-12-01,2002,12,364027,3261214,10963441,33055,445503.0,27078.0,13524564,1561925.0,674610.0,10705452.0,582576.0
84,2003-01-01,2003,1,333618,3411047,11746615,27163,445503.0,27078.0,13222237,1635999.0,674250.0,10371191.0,540796.0
85,2003-02-01,2003,2,306940,3125283,9382964,29173,445503.0,27078.0,12097968,1884082.0,443340.0,9163838.0,606707.0
86,2003-03-01,2003,3,319765,3841552,11486760,28333,445503.0,27078.0,11536474,1621405.0,679549.0,9137847.0,97673.0
87,2003-04-01,2003,4,378063,4171429,9862561,32903,445503.0,27078.0,10576434,1060790.0,684264.0,8780539.0,50840.0
88,2003-05-01,2003,5,759216,4138049,9028456,24319,445503.0,27078.0,11114352,1270229.0,633424.0,9168134.0,42565.0
89,2003-06-01,2003,6,657183,3446312,9445688,28707,445503.0,27078.0,11488280,902007.0,565928.0,9958053.0,62291.0
90,2003-07-01,2003,7,825733,2689911,12153239,31930,445503.0,27078.0,10799242,534761.0,435767.0,9826245.0,2469.0
91,2003-08-01,2003,8,966902,3019233,11911654,35499,445503.0,27078.0,10895192,430055.0,530197.0,9909064.0,25876.0
92,2003-09-01,2003,9,1158012,2581956,10404980,33490,445503.0,27078.0,10823983,1408636.0,483083.0,8932264.0,22591.5
93,2003-10-01,2003,10,525924,2302887,11797556,30409,445503.0,27078.0,12160380,2002861.0,552837.0,9585375.0,19307.0
94,2003-11-01,2003,11,335984,3059103,11126372,33214,445503.0,27078.0,12224802,1860951.0,647036.0,9651905.0,64910.0
95,2003-12-01,2003,12,319644,4587884,11324917,34985,445503.0,27078.0,13330132,2052087.0,630262.0,10487034.0,160749.0
96,2004-01-01,2004,1,321437,5414791,10376178,34941,445503.0,27078.0,12648481,1527798.0,585866.0,10423836.0,110982.0
97,2004-02-01,2004,2,222325,5831733,9485508,28747,429167.0,23191.0,11971217,1570657.0,524540.0,9722005.0,154015.0
98,2004-03-01,2004,3,231788,5648352,10190109,30562,438782.0,31507.0,12516914,1689452.0,497172.0,10231480.0,98810.0
99,2004-04-01,2004,4,233070,5076397,9630983,35966,350931.0,34968.0,11180184,1134434.0,525162.0,9478897.0,41692.0
100,2004-05-01,2004,5,362192,4483202,10406757,32794,312854.0,29555.0,11333706,1116144.0,590920.0,9618120.0,8522.0
101,2004-06-01,2004,6,605523,4490371,10784888,30821,253986.0,27881.0,11296560,1212910.0,535511.0,9516512.0,31627.0
102,2004-07-01,2004,7,1121467,4635450,11601747,35868,259754.0,30412.0,12010987,906011.0,461099.0,10580523.0,63354.0
103,2004-08-01,2004,8,1092964,3480981,12665536,38476,134902.0,28744.0,12375333,1035157.0,531404.0,10777705.0,31067.0
104,2004-09-01,2004,9,649250,3244124,11271203,35564,131838.0,28750.0,11443657,1141017.0,436097.0,9864296.0,2248.0
105,2004-10-01,2004,10,351984,4111752,10796200,35784,227417.0,29535.0,12514266,1325897.0,363921.0,10802475.0,21973.0
106,2004-11-01,2004,11,337114,4215158,11147264,32084,259782.0,27829.0,12659728,1882829.0,323624.0,10386373.0,66902.0
107,2004-12-01,2004,12,332319,4819629,12358441,35288,307623.0,30733.0,13413676,1541702.0,411755.0,11358094.0,102126.0
108,2005-01-01,2005,1,275960,6128371,11547307,32454,360014.0,33990.0,14089063,2441242.0,423419.0,11081189.0,143213.0
109,2005-02-01,2005,2,237231,3994546,11324946,29835,286440.0,35957.0,12389177,2147964.0,347564.0,9753146.0,140503.0
110,2005-03-01,2005,3,197909,5333724,12634971,34576,450377.0,42515.0,12754514,2523097.0,518160.0,9617045.0,96213.0
111,2005-04-01,2005,4,330058,2953709,12656599,29254,234346.0,35535.0,11938918,1616788.0,529065.0,9742225.0,50840.0
112,2005-05-01,2005,5,471409,2780110,13282286,38718,156643.0,34348.0,11871907,986548.0,506809.0,10373801.0,4748.0
113,2005-06-01,2005,6,445305,4508439,11691574,42175,117433.0,29285.0,12075776,738613.0,487961.0,10828575.0,20627.0
114,2005-07-01,2005,7,720921,5077825,11853747,58841,133201.0,28618.0,13354901,921807.0,527196.0,11881314.0,24584.0
115,2005-08-01,2005,8,832502,4339908,13254631,64413,97070.0,29248.0,12508185,298999.0,555289.0,11628161.0,25736.0
116,2005-09-01,2005,9,547569,4507073,11363521,58476,140832.0,30931.0,11850567,808948.0,466888.0,10559959.0,14771.0
117,2005-10-01,2005,10,494017,4313527,12684093,61990,194623.0,31421.0,11639948,394492.0,452043.0,10779196.0,14217.0
118,2005-11-01,2005,11,316208,5834949,11827321,61542,251681.0,29760.0,12333555,935916.0,467557.0,10868616.0,61466.0
119,2005-12-01,2005,12,319799,7684717,12658027,63065,335884.0,42491.0,14400686,1714693.0,507828.0,11988717.0,189448.0
120,2006-01-01,2006,1,206390,5169329,12999370,66094,333794.0,36458.0,15062281,2285236.0,526608.0,12103184.0,147253.0
121,2006-02-01,2006,2,178216,6275354,11542653,49117,290228.0,35630.0,12766622,1321060.0,394163.0,10908410.0,142989.0
122,2006-03-01,2006,3,191787,8010350,11124091,65596,314948.0,42291.0,13075849,1442560.0,556932.0,10948777.0,127580.0
123,2006-04-01,2006,4,244783,6657252,11247414,73382,255575.0,39204.0,11337712,859998.0,545183.0,9863231.0,69301.0
124,2006-05-01,2006,5,429949,5074779,12399539,64430,181383.0,32672.0,11298897,475120.0,446397.0,10354866.0,22514.0
125,2006-06-01,2006,6,579371,5004679,12513770,50856,144057.0,30363.0,11641685,626343.0,443976.0,10468720.0,102647.0
126,2006-07-01,2006,7,1068032,4236872,13348041,54897,111119.0,31966.0,12604905,382210.0,462394.0,11626990.0,133311.0
127,2006-08-01,2006,8,1074817,5230053,13558905,63618,72718.0,31230.0,14224144,879283.0,568079.0,12573366.0,203416.0
128,2006-09-01,2006,9,431282,4859485,12394753,34123,142843.0,36191.0,12333728,626528.0,413281.0,11267743.0,26176.0
129,2006-10-01,2006,10,347314,4168141,13010513,43252,151154.0,55296.0,12300116,619391.0,317941.0,11330226.0,32559.0
130,2006-11-01,2006,11,222276,5702618,12074860,53463,286802.0,71312.0,13641905,2186112.0,439417.0,10923378.0,92998.0
131,2006-12-01,2006,12,244406,6749431,12534979,58467,312111.0,68611.0,15623073,2602949.0,595019.0,12267694.0,157411.0
132,2007-01-01,2007,1,216641,6468328,12642488,59603,339913.0,72322.0,16476173,2509951.0,550300.0,13208521.0,207400.0
133,2007-02-01,2007,2,213268,5998543,11035769,51380,278048.0,56032.0,13398416,1910618.0,375630.0,10936210.0,175958.0
134,2007-03-01,2007,3,254733,6924245,12269561,56792,319292.0,76293.0,14625430,2175628.0,453216.0,11835805.0,160782.0
135,2007-04-01,2007,4,254476,5972083,11880319,46700,244137.0,74578.0,12855145,1133528.0,542639.0,11088419.0,90559.0
136,2007-05-01,2007,5,347825,5847084,11470475,57655,201099.0,77457.0,13502397,1516203.0,545270.0,11376259.0,64664.0
137,2007-06-01,2007,6,410835,6453261,10868108,47409,124170.0,61887.0,13790177,1124260.0,530552.0,11998255.0,137109.0
138,2007-07-01,2007,7,511111,6233718,11878842,32930,109348.0,35370.0,14869201,719172.0,455219.0,13585610.0,109199.0
139,2007-08-01,2007,8,984462,5816822,13148211,43986,124639.0,54971.0,15745448,944968.0,580485.0,13929965.0,290030.0
140,2007-09-01,2007,9,887829,5150213,11708775,39174,122534.0,60740.0,13305917,583725.0,427155.0,12209287.0,85751.0
141,2007-10-01,2007,10,399994,6666363,11411423,35864,300192.0,74490.0,13959694,923111.0,562356.0,12306975.0,167253.0
142,2007-11-01,2007,11,298557,7025453,12148367,51202,356688.0,86231.0,14682635,955416.0,478237.0,13047165.0,201817.0
143,2007-12-01,2007,12,262730,7849305,12474825,55662,565078.0,100454.0,16204442,1206157.0,560485.0,14100621.0,337179.0
144,2008-01-01,2008,1,306151,8752088,13362756,50751,614731.0,82896.0,16135808,1394058.0,568286.0,13753079.0,420385.0
145,2008-02-01,2008,2,313642,7172186,12816066,43228,582333.0,97429.0,14488149,1034452.0,403245.0,12823102.0,227350.0
146,2008-03-01,2008,3,324779,6922315,13733839,44317,592144.0,92079.0,14167708,636204.0,622733.0,12818213.0,90558.0
147,2008-04-01,2008,4,372141,6135854,12137281,39426,515723.0,89238.0,13505079,524489.0,587226.0,12369155.0,24209.0
148,2008-05-01,2008,5,439217,5976805,12127124,45848,280028.0,83998.0,14110231,385000.0,540084.0,13142769.0,42378.0
149,2008-06-01,2008,6,480613,4856487,11966569,18977,318038.0,56888.0,15149101,430324.0,580820.0,14099221.0,38736.0
150,2008-07-01,2008,7,633131,6061190,12345477,33801,344574.0,80161.0,17481712,1001307.0,653589.0,15604790.0,222026.0
151,2008-08-01,2008,8,1121832,4322361,13561182,32695,268517.0,77098.0,16819190,368460.0,532161.0,15826943.0,91627.0
152,2008-09-01,2008,9,657491,5363438,11612437,38832,316376.0,70095.0,15318174,511924.0,392461.0,14219935.0,193854.0
